機構名稱,機構代碼,地址,行政區,電話,家庭醫學科,內科,外科,整形外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,神經科,神經外科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,職業醫學科,西醫一般科,口腔病理科,口腔顏面外科,齒顎矯正科,牙科一般科,牙科,中醫一般科,中醫,中醫內科,中醫外科,中醫婦科,中醫兒科,傷科,中醫眼科,針灸科,痔科
新高醫院,1507320015,高雄市三民區莊敬路288號1-9樓,三民區,07-3852336,無,有,無,無,無,無,無,有,無,有,無,無,無,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
高雄市三民區衛生所,2302050015,高雄市三民區鼎山街６６０號,三民區,07 3820492,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
高雄市三民區第二衛生所,2302051021,高雄市三民區三民街222號2樓,三民區,07-2154156,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
全一耳鼻喉科診所,3502050010,高雄市三民區九如二路５７０號,三民區,07 3219376,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
劉精神科診所,3502050056,高雄市三民區建國一路５０４號,三民區,07 2229450,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
今日外科診所,3502050083,高雄市三民區建國一路３９１號,三民區,07 2238275,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
高斌祥外科診所,3502050225,高雄市三民區九如二路２０２號,三民區,07 3119515,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
明宗診所,3502050289,高雄市三民區九如二路４６９號1樓,三民區,07 3124358,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
董金山診所,3502050378,高雄市三民區大昌二路５４４號,三民區,07 3833405,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
劉惠滿婦產科診所,3502050396,高雄市三民區建國三路118號,三民區,07 2862513,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
陳文隆小兒內診所,3502050449,高雄市三民區新民路１４３號,三民區,07 3832058,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
和春兒科內科診所,3502050458,高雄市三民區博愛一路７８號,三民區,07 3112212,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
怡德耳鼻喉科診所,3502050592,高雄市三民區自立一路９９號一樓,三民區,07 -2864875,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
賴耳鼻喉科診所,3502050618,高雄市三民區鼎山街５８１號,三民區,07 3826946,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
明星眼科診所,3502050636,高雄市三民區建國三路４６１號,三民區,07 2811277,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
仁愛內兒科診所,3502050663,高雄市三民區建國三路４６３號,三民區,07 2417048,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
何思賢家庭醫學科診所,3502050707,高雄市三民區吉林街９８號,三民區,07 3119566,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
蔡眼科診所,3502050789,高雄市三民區九如二路３９１號,三民區,07 3219135,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
婦全婦產科診所,3502050798,高雄市三民區建國三路５１７號,三民區,07 2728025,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
黃憲一婦產科診所,3502050832,高雄市三民區建國二路１０９之１８號,三民區,07 2367855,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
順安內科兒科診所,3502050869,高雄市三民區自強一路２２９號,三民區,07 2815659,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
曾宜宏耳鼻喉科診所,3502050921,高雄市三民區自立一路３７０號３７２號一樓,三民區,07 -3212233,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
謝耳鼻喉科診所,3502050930,高雄市三民區熱河一街３３３號,三民區,07 3110420,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
楊英隆內兒科診所,3502050994,高雄市三民區九如二路４１９號,三民區,07 3116281,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
三民診所,3502051017,高雄市三民區民族一路２２６號,三民區,07 3827249,無,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
陳豊源耳鼻喉科診所,3502051053,高雄市三民區建工路６４８號,三民區,07 3870120,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
亨利耳鼻喉科診所,3502051099,高雄市三民區義華路414號,三民區,07-3854638,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
黃義霖診所,3502051133,高雄市三民區澄和路6號1樓,三民區,07 3857422,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
建和耳鼻喉科診所,3502051277,高雄市三民區建國一路４１３－２號,三民區,07 2231828,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
巫眼科診所,3502051320,高雄市三民區九如一路１２號,三民區,07 3861368,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
曾繁英診所,3502051348,高雄市三民區自立一路２６７號,三民區,07 3111048,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
夏道生婦產科診所,3502051357,高雄市三民區建國二路５４號,三民區,07 2372275,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
黃旭瑞耳鼻喉科診所,3502051366,高雄市三民區大昌二路４８２號一樓,三民區,07 3802334,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
蕭瑞榮小兒科診所,3502051375,高雄市三民區建工路531.533號一樓,三民區,07 3867121,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
陳鯤源婦產科診所,3502051393,高雄市三民區大昌二路５０７號,三民區,07 3854996,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
國峰眼科診所,3502051455,高雄市三民區建興路４０６號,三民區,07 3808618,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
魏榮洲神經科診所,3502051482,高雄市三民區建國三路４８９號,三民區,07 2519828,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
高照星皮膚科診所,3502051508,高雄市三民區九如二路275號277號1樓,三民區,07 3220664,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
興中聯合診所,3502051517,高雄市三民區九如一路９５０號,三民區,07 3867535,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
徐樹本小兒科診所,3502051599,高雄市三民區建興路３７３號,三民區,07 3867833,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
熱河診所,3502051615,高雄市三民區民族一路517-3號1-3樓,三民區,07- 3430103,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
羅韻珊小兒科診所,3502051642,高雄市三民區大豐二路110-1號1樓,三民區,07 3870430,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
李文棟診所,3502051688,高雄市三民區察哈爾一街130號1、2、3樓,三民區,07 3151294,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
尤啟享診所,3502051777,高雄市三民區本揚里澄和路５３號,三民區,07 3811515,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
張傑民婦產科診所,3502051786,高雄市三民區建工路２２３號２２５號２２７號,三民區,07 3865566,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
余建興耳鼻喉科診所,3502051839,高雄市三民區建興路183號1樓,三民區,73952899,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
大昌診所,3502051848,高雄市三民區大昌二路４60號1樓,三民區,07 3800823,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
邱坤興皮膚科診所,3502051875,高雄市三民區明誠一路828號及830號1-3樓,三民區,07 3483437,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
蘇景賢診所,3502051900,高雄市三民區建工路575號一樓,三民區,07 3821450,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
胡榿小兒科診所,3502051955,高雄市三民區九如一路８２０號一樓,三民區,07 3827356,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
葉旭謨骨科診所,3502052041,高雄市三民區建工路６２０號一樓二樓,三民區,07 3866160,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
天民泌尿科診所,3502052087,高雄市三民區平等路107號1樓,三民區,07-3927073,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
王俊仁耳鼻喉科診所,3502052121,高雄市三民區陽明路４１６號一樓,三民區,07 3959039,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
振祐診所,3502052130,高雄市三民區大豐二路１５４號一樓,三民區,07 3831541,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
王婦產科診所,3502052149,"高雄市三民區九如一路４４0,442,444,號一至三樓",三民區,07 3873979,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
鼎祥診所,3502052176,高雄市三民區天祥一路135-1號1樓,三民區,07 3463266,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
仁里眼科診所,3502052201,高雄市三民區建工路５２０號１樓,三民區,07 3858188,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
醫鼎診所,3502052274,高雄市三民區裕誠路１０１號一樓二樓,三民區,07-3506789,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
王漢卿小兒科診所,3502052292,高雄市三民區陽明路１３２號一樓,三民區,07 3877918,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
呂佳群耳鼻喉科診所,3502052336,高雄市三民區大昌二路305號一樓,三民區,07 3832988,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
儲昭仁耳鼻喉科診所,3502052345,高雄市三民區九如一路８５４號一樓,三民區,07 3890470,無,無,無,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
洪肇志皮膚科診所,3502052381,高雄市三民區建工路312號一樓,三民區,07-3830477,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
王保強婦產科診所,3502052443,高雄市三民區天民路125號1-2樓,三民區,07 3906320,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
黃河東眼科診所,3502052470,高雄市三民區建國三路３９３號３９５號一樓,三民區,07 2518075,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
范雅修小兒科診所,3502052498,高雄市三民區平等路163號一樓,三民區,07 3876366,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
吉星小兒科診所,3502052523,高雄市三民區天祥一路135-1號1樓,三民區,07 -3487936,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
王錦澤診所,3502052541,高雄市三民區鼎中路356號一樓,三民區,07－ 3472987,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
吳家明眼科診所,3502052578,高雄市三民區明誠二路７６號一樓,三民區,07 3505829,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
